commodity,data,preco,regiao,fonte,data_coleta,tabela,quantidade
ALGODÃO,2025-09-25,365.06,Paraná,CEPEA/ESALQ,2025-09-30 02:17:43,imagenet-indicador2,
ALGODÃO,2025-09-24,366.38,Paraná,CEPEA/ESALQ,2025-09-30 02:17:43,imagenet-indicador2,
ALGODÃO,2025-09-23,366.64,Paraná,CEPEA/ESALQ,2025-09-30 02:17:43,imagenet-indicador2,
ALGODÃO,2025-09-22,365.83,Paraná,CEPEA/ESALQ,2025-09-30 02:17:43,imagenet-indicador2,
ARROZ,2025-09-29,61.02,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-26,60.96,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-25,60.94,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-24,60.85,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-23,61.28,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-22,61.9,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-19,61.89,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-18,62.23,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-17,62.57,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-16,62.94,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-15,64.45,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-12,64.36,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-11,64.36,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-10,65.19,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
ARROZ,2025-09-09,66.03,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:48,imagenet-indicador1,
CAFÉ,2025-09-29,2134.16,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-26,2124.03,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-25,2121.88,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-24,2075.25,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-23,2055.69,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-22,2133.08,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-19,2147.29,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-18,2215.26,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-17,2237.29,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-16,2358.64,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-15,2376.04,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-12,2345.68,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-11,2325.54,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-10,2333.43,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-09,2318.81,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador1,
CAFÉ,2025-09-29,1313.84,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-26,1321.13,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-25,1288.92,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-24,1303.92,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-23,1278.86,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-22,1313.22,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-19,1288.48,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-18,1389.44,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-17,1408.43,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-16,1476.22,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-15,1477.18,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-12,1421.24,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-11,1392.94,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-10,1385.55,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
CAFÉ,2025-09-09,1361.12,Paraná,CEPEA/ESALQ,2025-09-30 02:17:52,imagenet-indicador2,
MILHO,2025-09-29,64.36,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-26,64.34,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-25,64.36,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-24,64.33,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-23,64.32,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-22,64.75,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-19,65.32,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-18,65.33,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-17,65.36,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-16,65.19,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-15,65.08,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-12,65.03,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-11,64.97,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-10,65.07,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
MILHO,2025-09-09,65.15,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:17:57,imagenet-indicador1,
TRIGO,2025-09-29,1284.38,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-26,1283.03,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-25,1278.03,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-24,1269.4,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-23,1275.84,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-22,1284.76,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-19,1296.89,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-18,1339.47,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-17,1358.62,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-16,1371.39,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-15,1383.7,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-12,1382.0,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-11,1387.67,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-10,1382.53,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-09,1387.86,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador1,
TRIGO,2025-09-29,1227.33,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-26,1229.21,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-25,1229.21,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-24,1238.19,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-23,1241.72,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-22,1251.62,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-19,1256.83,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-18,1260.31,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-17,1260.88,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-16,1269.45,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-15,1267.31,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-12,1267.68,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-11,1269.72,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-10,1269.72,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
TRIGO,2025-09-09,1270.79,Paraná,CEPEA/ESALQ,2025-09-30 02:18:02,imagenet-indicador2,
SOJA,2025-09-29,134.39,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-26,134.88,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-25,133.91,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-24,133.67,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-23,135.57,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-22,137.17,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-19,139.33,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-18,139.81,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-17,140.29,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-16,140.18,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-15,140.67,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-12,141.24,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-11,141.04,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-10,141.46,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-09,141.74,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador1,
SOJA,2025-09-29,129.01,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-26,129.22,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-25,128.29,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-24,128.08,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-23,129.13,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-22,132.16,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-19,133.69,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-18,134.18,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-17,134.48,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-16,134.12,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-15,135.13,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-12,134.98,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-11,135.37,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-10,135.38,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
SOJA,2025-09-09,135.69,Paraná,CEPEA/ESALQ,2025-09-30 02:18:07,imagenet-indicador2,
AÇUCAR,2025-09-29,117.2,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-26,117.61,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-25,118.44,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-24,118.7,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-23,119.79,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-22,119.7,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-19,120.45,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-18,119.33,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-17,119.37,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-16,117.99,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-15,117.77,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-12,117.23,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-11,118.96,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-10,119.39,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-09,119.52,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador1,
AÇUCAR,2025-09-29,119.0,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-26,119.16,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-25,119.89,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-24,118.12,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-23,118.77,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-22,117.21,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-19,118.03,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-18,117.04,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-17,117.93,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-16,120.12,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-15,120.89,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-12,120.47,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-11,121.02,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-10,122.28,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
AÇUCAR,2025-09-09,122.18,Paraná,CEPEA/ESALQ,2025-09-30 02:18:10,imagenet-indicador2,
ALGODÃO,2023-10-01,338.72,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1785.0
ALGODÃO,2023-10-02,336.78,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,825.0
ALGODÃO,2023-10-03,341.12,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,652.0
ALGODÃO,2023-10-04,337.28,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,671.0
ALGODÃO,2023-10-05,340.73,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1712.0
ALGODÃO,2023-10-06,-78.8,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,-744.0
ALGODÃO,2023-10-07,340.6,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1548.0
ALGODÃO,2023-10-08,338.68,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1134.0
ALGODÃO,2023-10-09,-79.77,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,-469.0
ALGODÃO,2023-10-10,333.75,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,738.0
ALGODÃO,2023-10-11,330.19,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1267.0
ALGODÃO,2023-10-12,334.27,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,567.0
ALGODÃO,2023-10-13,335.81,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1937.0
ALGODÃO,2023-10-14,334.84,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,738.0
ALGODÃO,2023-10-15,334.38,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1579.0
ALGODÃO,2023-10-16,334.56,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,982.0
ALGODÃO,2023-10-17,333.6,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,955.0
ALGODÃO,2023-10-18,13381.29,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4955.0
ALGODÃO,2023-10-19,338.19,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1935.0
ALGODÃO,2023-10-20,347.66,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1257.0
ALGODÃO,2023-10-21,339.43,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,898.0
ALGODÃO,2023-10-22,-38.45,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,6904.0
ALGODÃO,2023-10-23,338.47,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1619.0
ALGODÃO,2023-10-24,343.59,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1659.0
ALGODÃO,2023-10-25,277.94,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,-50.0
ALGODÃO,2023-10-26,355.31,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1850.0
ALGODÃO,2023-10-27,355.06,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,584.0
ALGODÃO,2023-10-28,350.92,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1179.0
ALGODÃO,2023-10-29,351.0,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1223.0
ALGODÃO,2023-10-30,356.71,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,815.0
ALGODÃO,2023-10-31,353.96,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,871.0
ALGODÃO,2023-11-01,353.2,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,526.0
ALGODÃO,2023-11-02,354.31,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,991.0
ALGODÃO,2023-11-03,355.31,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1708.0
ALGODÃO,2023-11-04,353.42,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1880.0
ALGODÃO,2023-11-05,361.1,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,588.0
ALGODÃO,2023-11-06,366.99,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,974.0
ALGODÃO,2023-11-07,364.66,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1464.0
ALGODÃO,2023-11-08,360.85,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1021.0
ALGODÃO,2023-11-09,363.97,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1723.0
ALGODÃO,2023-11-10,362.25,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1557.0
ALGODÃO,2023-11-11,363.18,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1630.0
ALGODÃO,2023-11-12,364.54,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1502.0
ALGODÃO,2023-11-13,364.54,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,677.0
ALGODÃO,2023-11-14,362.53,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,790.0
ALGODÃO,2023-11-15,366.61,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1902.0
ALGODÃO,2023-11-16,362.95,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1424.0
ALGODÃO,2023-11-17,362.4,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1704.0
ALGODÃO,2023-11-18,364.51,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1354.0
