commodity,data,preco,regiao,quantidade,cidade,estado,dia,mes,ano,commodity_id
ALGODÃO,2023-10-24,343.59,RIBEIRÃO PRETO/SP,1659.0,RIBEIRÃO PRETO,SP,24,10,2023,1
ALGODÃO,2023-10-25,277.94,CUIABÁ/MT,-50.0,CUIABÁ,MT,25,10,2023,1
ALGODÃO,2023-10-26,355.31,CAMPINAS/SP,1850.0,CAMPINAS,SP,26,10,2023,1
ALGODÃO,2023-10-27,355.06,CAMPINAS/SP,584.0,CAMPINAS,SP,27,10,2023,1
ALGODÃO,2023-10-28,350.92,CAMPINAS/SP,1179.0,CAMPINAS,SP,28,10,2023,1
ALGODÃO,2023-10-29,351.0,CAMPINAS/SP,1223.0,CAMPINAS,SP,29,10,2023,1
ALGODÃO,2023-10-30,356.71,SANTOS/SP,815.0,SANTOS,SP,30,10,2023,1
ALGODÃO,2023-10-31,353.96,SANTOS/SP,871.0,SANTOS,SP,31,10,2023,1
ALGODÃO,2023-11-01,353.2,CUIABÁ/MT,526.0,CUIABÁ,MT,1,11,2023,1
ALGODÃO,2023-11-02,354.31,PARANAGUÁ/PR,991.0,PARANAGUÁ,PR,2,11,2023,1
ALGODÃO,2023-11-03,355.31,SANTOS/SP,1708.0,SANTOS,SP,3,11,2023,1
ALGODÃO,2023-11-04,353.42,CAMPINAS/SP,1880.0,CAMPINAS,SP,4,11,2023,1
ALGODÃO,2023-11-05,361.1,CUIABÁ/MT,588.0,CUIABÁ,MT,5,11,2023,1
ALGODÃO,2023-11-06,366.99,CUIABÁ/MT,974.0,CUIABÁ,MT,6,11,2023,1
ALGODÃO,2023-11-07,364.66,SANTOS/SP,1464.0,SANTOS,SP,7,11,2023,1
ALGODÃO,2023-11-08,360.85,CUIABÁ/MT,1021.0,CUIABÁ,MT,8,11,2023,1
ALGODÃO,2023-11-09,363.97,CUIABÁ/MT,1723.0,CUIABÁ,MT,9,11,2023,1
ALGODÃO,2023-11-10,362.25,CUIABÁ/MT,1557.0,CUIABÁ,MT,10,11,2023,1
ALGODÃO,2023-11-11,363.18,SANTOS/SP,1630.0,SANTOS,SP,11,11,2023,1
ALGODÃO,2023-11-12,364.54,CUIABÁ/MT,1502.0,CUIABÁ,MT,12,11,2023,1
ALGODÃO,2023-11-13,364.54,CAMPINAS/SP,677.0,CAMPINAS,SP,13,11,2023,1
ALGODÃO,2023-11-14,362.53,RIBEIRÃO PRETO/SP,790.0,RIBEIRÃO PRETO,SP,14,11,2023,1
ALGODÃO,2023-11-15,366.61,SANTOS/SP,1902.0,SANTOS,SP,15,11,2023,1
ALGODÃO,2023-11-16,362.95,CAMPINAS/SP,1424.0,CAMPINAS,SP,16,11,2023,1
ALGODÃO,2023-11-17,362.4,RIBEIRÃO PRETO/SP,1704.0,RIBEIRÃO PRETO,SP,17,11,2023,1
ALGODÃO,2023-11-18,364.51,SANTOS/SP,1354.0,SANTOS,SP,18,11,2023,1
ALGODÃO,2023-11-19,-75.7,RIBEIRÃO PRETO/SP,165294.0,RIBEIRÃO PRETO,SP,19,11,2023,1
ALGODÃO,2023-11-20,365.31,CUIABÁ/MT,1743.0,CUIABÁ,MT,20,11,2023,1
ALGODÃO,2023-11-21,363.99,SANTOS/SP,1134.0,SANTOS,SP,21,11,2023,1
ALGODÃO,2023-11-22,362.25,PARANAGUÁ/PR,803.0,PARANAGUÁ,PR,22,11,2023,1
ALGODÃO,2023-11-23,356.37,SANTOS/SP,995.0,SANTOS,SP,23,11,2023,1
ALGODÃO,2023-11-24,353.8,SANTOS/SP,1633.0,SANTOS,SP,24,11,2023,1
ALGODÃO,2023-11-25,352.21,PARANAGUÁ/PR,1394.0,PARANAGUÁ,PR,25,11,2023,1
ALGODÃO,2023-11-26,354.51,CAMPINAS/SP,591.0,CAMPINAS,SP,26,11,2023,1
ALGODÃO,2023-11-27,357.7,CAMPINAS/SP,1649.0,CAMPINAS,SP,27,11,2023,1
ALGODÃO,2023-11-28,359.24,RIBEIRÃO PRETO/SP,1517.0,RIBEIRÃO PRETO,SP,28,11,2023,1
ALGODÃO,2023-11-29,352.87,RIBEIRÃO PRETO/SP,1280.0,RIBEIRÃO PRETO,SP,29,11,2023,1
ALGODÃO,2023-11-30,352.91,RIBEIRÃO PRETO/SP,559.0,RIBEIRÃO PRETO,SP,30,11,2023,1
ALGODÃO,2023-12-01,350.07,CAMPINAS/SP,1139.0,CAMPINAS,SP,1,12,2023,1
ALGODÃO,2023-12-02,355.15,CUIABÁ/MT,1441.0,CUIABÁ,MT,2,12,2023,1
ALGODÃO,2023-12-03,352.06,RIBEIRÃO PRETO/SP,640.0,RIBEIRÃO PRETO,SP,3,12,2023,1
ALGODÃO,2023-12-04,355.56,CUIABÁ/MT,1921.0,CUIABÁ,MT,4,12,2023,1
ALGODÃO,2023-12-05,357.16,SANTOS/SP,865.0,SANTOS,SP,5,12,2023,1
ALGODÃO,2023-12-06,353.77,SANTOS/SP,545.0,SANTOS,SP,6,12,2023,1
ALGODÃO,2023-12-07,361.19,PARANAGUÁ/PR,1984.0,PARANAGUÁ,PR,7,12,2023,1
ALGODÃO,2023-12-08,364.04,SANTOS/SP,1802.0,SANTOS,SP,8,12,2023,1
ALGODÃO,2023-12-09,356.94,PARANAGUÁ/PR,1775.0,PARANAGUÁ,PR,9,12,2023,1
ALGODÃO,2023-12-10,357.85,CUIABÁ/MT,774.0,CUIABÁ,MT,10,12,2023,1
ALGODÃO,2023-12-11,354.7,PARANAGUÁ/PR,1405.0,PARANAGUÁ,PR,11,12,2023,1
ALGODÃO,2023-12-12,259.77,PARANAGUÁ/PR,38967.0,PARANAGUÁ,PR,12,12,2023,1
ALGODÃO,2023-12-13,346.2,RIBEIRÃO PRETO/SP,1515.0,RIBEIRÃO PRETO,SP,13,12,2023,1
ALGODÃO,2023-12-14,341.81,PARANAGUÁ/PR,985.0,PARANAGUÁ,PR,14,12,2023,1
ALGODÃO,2023-12-15,336.35,PARANAGUÁ/PR,1198.0,PARANAGUÁ,PR,15,12,2023,1
ALGODÃO,2023-12-16,331.41,PARANAGUÁ/PR,1159.0,PARANAGUÁ,PR,16,12,2023,1
ALGODÃO,2023-12-17,336.62,CUIABÁ/MT,688.0,CUIABÁ,MT,17,12,2023,1
ALGODÃO,2023-12-18,332.12,CUIABÁ/MT,1237.0,CUIABÁ,MT,18,12,2023,1
ALGODÃO,2023-12-19,327.52,CUIABÁ/MT,1266.0,CUIABÁ,MT,19,12,2023,1
ALGODÃO,2023-12-20,326.71,CAMPINAS/SP,1459.0,CAMPINAS,SP,20,12,2023,1
ALGODÃO,2023-12-21,322.45,CUIABÁ/MT,569.0,CUIABÁ,MT,21,12,2023,1
ALGODÃO,2023-12-22,6302.34,PARANAGUÁ/PR,26625.0,PARANAGUÁ,PR,22,12,2023,1
ALGODÃO,2023-12-23,318.68,RIBEIRÃO PRETO/SP,1309.0,RIBEIRÃO PRETO,SP,23,12,2023,1
ALGODÃO,2023-12-24,319.71,RIBEIRÃO PRETO/SP,1728.0,RIBEIRÃO PRETO,SP,24,12,2023,1
ALGODÃO,2023-12-25,322.84,CAMPINAS/SP,1634.0,CAMPINAS,SP,25,12,2023,1
ALGODÃO,2023-12-26,328.32,PARANAGUÁ/PR,886.0,PARANAGUÁ,PR,26,12,2023,1
ALGODÃO,2023-12-27,331.18,CUIABÁ/MT,955.0,CUIABÁ,MT,27,12,2023,1
ALGODÃO,2023-12-28,327.57,CUIABÁ/MT,702.0,CUIABÁ,MT,28,12,2023,1
ALGODÃO,2023-12-29,14279.58,PARANAGUÁ/PR,-260.0,PARANAGUÁ,PR,29,12,2023,1
ALGODÃO,2023-12-30,324.23,PARANAGUÁ/PR,1557.0,PARANAGUÁ,PR,30,12,2023,1
ALGODÃO,2023-12-31,330.81,PARANAGUÁ/PR,1667.0,PARANAGUÁ,PR,31,12,2023,1
ALGODÃO,2024-01-01,330.14,RIBEIRÃO PRETO/SP,1850.0,RIBEIRÃO PRETO,SP,1,1,2024,1
ALGODÃO,2024-01-02,329.6,CUIABÁ/MT,1719.0,CUIABÁ,MT,2,1,2024,1
ALGODÃO,2024-01-03,328.15,RIBEIRÃO PRETO/SP,1405.0,RIBEIRÃO PRETO,SP,3,1,2024,1
ALGODÃO,2024-01-04,332.83,PARANAGUÁ/PR,1608.0,PARANAGUÁ,PR,4,1,2024,1
ALGODÃO,2024-01-05,331.28,SANTOS/SP,1805.0,SANTOS,SP,5,1,2024,1
ALGODÃO,2024-01-06,323.11,RIBEIRÃO PRETO/SP,1838.0,RIBEIRÃO PRETO,SP,6,1,2024,1
ALGODÃO,2024-01-07,315.99,PARANAGUÁ/PR,1330.0,PARANAGUÁ,PR,7,1,2024,1
ALGODÃO,2024-01-08,308.4,SANTOS/SP,1787.0,SANTOS,SP,8,1,2024,1
ALGODÃO,2024-01-09,300.47,RIBEIRÃO PRETO/SP,1702.0,RIBEIRÃO PRETO,SP,9,1,2024,1
ALGODÃO,2024-01-10,299.63,PARANAGUÁ/PR,1074.0,PARANAGUÁ,PR,10,1,2024,1
ALGODÃO,2024-01-11,-89.54,CAMPINAS/SP,-622.0,CAMPINAS,SP,11,1,2024,1
ALGODÃO,2024-01-12,9938.21,RIBEIRÃO PRETO/SP,4415.0,RIBEIRÃO PRETO,SP,12,1,2024,1
ALGODÃO,2024-01-13,296.94,CAMPINAS/SP,1251.0,CAMPINAS,SP,13,1,2024,1
ALGODÃO,2024-01-14,300.02,SANTOS/SP,662.0,SANTOS,SP,14,1,2024,1
ALGODÃO,2024-01-15,297.68,RIBEIRÃO PRETO/SP,1461.0,RIBEIRÃO PRETO,SP,15,1,2024,1
ALGODÃO,2024-01-16,296.45,RIBEIRÃO PRETO/SP,1727.0,RIBEIRÃO PRETO,SP,16,1,2024,1
ALGODÃO,2024-01-17,297.17,CUIABÁ/MT,705.0,CUIABÁ,MT,17,1,2024,1
ALGODÃO,2024-01-18,295.61,SANTOS/SP,1384.0,SANTOS,SP,18,1,2024,1
ALGODÃO,2024-01-19,296.38,RIBEIRÃO PRETO/SP,879.0,RIBEIRÃO PRETO,SP,19,1,2024,1
ALGODÃO,2024-01-20,293.57,SANTOS/SP,1226.0,SANTOS,SP,20,1,2024,1
ALGODÃO,2024-01-21,295.51,PARANAGUÁ/PR,1522.0,PARANAGUÁ,PR,21,1,2024,1
ALGODÃO,2024-01-22,292.66,RIBEIRÃO PRETO/SP,548.0,RIBEIRÃO PRETO,SP,22,1,2024,1
ALGODÃO,2024-01-23,312.27,PARANAGUÁ/PR,-189.0,PARANAGUÁ,PR,23,1,2024,1
ALGODÃO,2024-01-24,289.3,PARANAGUÁ/PR,729.0,PARANAGUÁ,PR,24,1,2024,1
ALGODÃO,2024-01-25,287.17,PARANAGUÁ/PR,1274.0,PARANAGUÁ,PR,25,1,2024,1
ALGODÃO,2024-01-26,288.34,PARANAGUÁ/PR,1796.0,PARANAGUÁ,PR,26,1,2024,1
ALGODÃO,2024-01-27,292.79,CAMPINAS/SP,1252.0,CAMPINAS,SP,27,1,2024,1
ALGODÃO,2024-01-28,292.36,CAMPINAS/SP,558.0,CAMPINAS,SP,28,1,2024,1
ALGODÃO,2024-01-29,295.15,SANTOS/SP,980.0,SANTOS,SP,29,1,2024,1
ALGODÃO,2024-01-30,295.47,CAMPINAS/SP,1217.0,CAMPINAS,SP,30,1,2024,1
ALGODÃO,2024-01-31,287.8,SANTOS/SP,1008.0,SANTOS,SP,31,1,2024,1
ALGODÃO,2024-02-01,290.97,RIBEIRÃO PRETO/SP,1220.0,RIBEIRÃO PRETO,SP,1,2,2024,1
ALGODÃO,2024-02-02,287.61,SANTOS/SP,613.0,SANTOS,SP,2,2,2024,1
ALGODÃO,2024-02-03,288.97,CUIABÁ/MT,1898.0,CUIABÁ,MT,3,2,2024,1
ALGODÃO,2024-02-04,288.54,CUIABÁ/MT,1216.0,CUIABÁ,MT,4,2,2024,1
ALGODÃO,2024-02-05,285.05,PARANAGUÁ/PR,643.0,PARANAGUÁ,PR,5,2,2024,1
ALGODÃO,2024-02-06,281.07,CAMPINAS/SP,694.0,CAMPINAS,SP,6,2,2024,1
ALGODÃO,2024-02-07,280.12,CAMPINAS/SP,1516.0,CAMPINAS,SP,7,2,2024,1
ALGODÃO,2024-02-08,282.22,CAMPINAS/SP,645.0,CAMPINAS,SP,8,2,2024,1
ALGODÃO,2024-02-09,281.94,RIBEIRÃO PRETO/SP,812.0,RIBEIRÃO PRETO,SP,9,2,2024,1
ALGODÃO,2024-02-10,281.75,CAMPINAS/SP,1276.0,CAMPINAS,SP,10,2,2024,1
ALGODÃO,2024-02-11,283.13,RIBEIRÃO PRETO/SP,1470.0,RIBEIRÃO PRETO,SP,11,2,2024,1
ALGODÃO,2024-02-12,-99.33,CAMPINAS/SP,16059.0,CAMPINAS,SP,12,2,2024,1
ALGODÃO,2024-02-13,4.08,PARANAGUÁ/PR,-603.0,PARANAGUÁ,PR,13,2,2024,1
ALGODÃO,2024-02-14,275.12,RIBEIRÃO PRETO/SP,668.0,RIBEIRÃO PRETO,SP,14,2,2024,1
ALGODÃO,2024-02-15,5366.19,CUIABÁ/MT,20186.0,CUIABÁ,MT,15,2,2024,1
ALGODÃO,2024-02-16,273.17,PARANAGUÁ/PR,1560.0,PARANAGUÁ,PR,16,2,2024,1
ALGODÃO,2024-02-17,274.41,CAMPINAS/SP,672.0,CAMPINAS,SP,17,2,2024,1
ALGODÃO,2024-02-18,278.69,RIBEIRÃO PRETO/SP,1452.0,RIBEIRÃO PRETO,SP,18,2,2024,1
ALGODÃO,2024-02-19,277.82,RIBEIRÃO PRETO/SP,656.0,RIBEIRÃO PRETO,SP,19,2,2024,1
ALGODÃO,2024-02-20,282.0,CUIABÁ/MT,1960.0,CUIABÁ,MT,20,2,2024,1
ALGODÃO,2024-02-21,285.25,SANTOS/SP,1632.0,SANTOS,SP,21,2,2024,1
ALGODÃO,2024-02-22,285.85,CUIABÁ/MT,1400.0,CUIABÁ,MT,22,2,2024,1
ALGODÃO,2024-02-23,287.78,CUIABÁ/MT,1402.0,CUIABÁ,MT,23,2,2024,1
ALGODÃO,2024-02-24,287.26,CUIABÁ/MT,823.0,CUIABÁ,MT,24,2,2024,1
ALGODÃO,2024-02-25,289.85,CUIABÁ/MT,1140.0,CUIABÁ,MT,25,2,2024,1
ALGODÃO,2024-02-26,293.39,SANTOS/SP,1934.0,SANTOS,SP,26,2,2024,1
ALGODÃO,2024-02-27,293.69,CUIABÁ/MT,1855.0,CUIABÁ,MT,27,2,2024,1
ALGODÃO,2024-02-28,290.72,SANTOS/SP,1562.0,SANTOS,SP,28,2,2024,1
ALGODÃO,2024-02-29,292.88,SANTOS/SP,1504.0,SANTOS,SP,29,2,2024,1
ALGODÃO,2024-03-01,298.02,CUIABÁ/MT,1277.0,CUIABÁ,MT,1,3,2024,1
ALGODÃO,2024-03-02,299.86,SANTOS/SP,678.0,SANTOS,SP,2,3,2024,1
ALGODÃO,2024-03-03,304.2,PARANAGUÁ/PR,953.0,PARANAGUÁ,PR,3,3,2024,1
ALGODÃO,2024-03-04,304.16,SANTOS/SP,1115.0,SANTOS,SP,4,3,2024,1
ALGODÃO,2024-03-05,301.69,RIBEIRÃO PRETO/SP,1346.0,RIBEIRÃO PRETO,SP,5,3,2024,1
ALGODÃO,2024-03-06,303.5,CAMPINAS/SP,977.0,CAMPINAS,SP,6,3,2024,1
ALGODÃO,2024-03-07,305.14,RIBEIRÃO PRETO/SP,1675.0,RIBEIRÃO PRETO,SP,7,3,2024,1
ALGODÃO,2024-03-08,301.34,CUIABÁ/MT,1248.0,CUIABÁ,MT,8,3,2024,1
ALGODÃO,2024-03-09,294.82,SANTOS/SP,1220.0,SANTOS,SP,9,3,2024,1
ALGODÃO,2024-03-10,295.12,PARANAGUÁ/PR,1271.0,PARANAGUÁ,PR,10,3,2024,1
ALGODÃO,2024-03-11,296.48,PARANAGUÁ/PR,1093.0,PARANAGUÁ,PR,11,3,2024,1
ALGODÃO,2024-03-12,14233.91,CAMPINAS/SP,-864.0,CAMPINAS,SP,12,3,2024,1
ALGODÃO,2024-03-13,296.43,CUIABÁ/MT,1766.0,CUIABÁ,MT,13,3,2024,1
ALGODÃO,2024-03-14,297.52,SANTOS/SP,1511.0,SANTOS,SP,14,3,2024,1
ALGODÃO,2024-03-15,297.3,CAMPINAS/SP,1104.0,CAMPINAS,SP,15,3,2024,1
ALGODÃO,2024-03-16,295.27,PARANAGUÁ/PR,1505.0,PARANAGUÁ,PR,16,3,2024,1
ALGODÃO,2024-03-17,295.98,CUIABÁ/MT,1538.0,CUIABÁ,MT,17,3,2024,1
ALGODÃO,2024-03-18,299.08,CAMPINAS/SP,1811.0,CAMPINAS,SP,18,3,2024,1
ALGODÃO,2024-03-19,304.74,RIBEIRÃO PRETO/SP,1207.0,RIBEIRÃO PRETO,SP,19,3,2024,1
ALGODÃO,2024-03-20,305.18,PARANAGUÁ/PR,1961.0,PARANAGUÁ,PR,20,3,2024,1
ALGODÃO,2024-03-21,307.73,CAMPINAS/SP,503.0,CAMPINAS,SP,21,3,2024,1
ALGODÃO,2024-03-22,308.21,RIBEIRÃO PRETO/SP,1479.0,RIBEIRÃO PRETO,SP,22,3,2024,1
ALGODÃO,2024-03-23,307.9,CUIABÁ/MT,731.0,CUIABÁ,MT,23,3,2024,1
ALGODÃO,2024-03-24,311.81,CUIABÁ/MT,538.0,CUIABÁ,MT,24,3,2024,1
ALGODÃO,2024-03-25,308.53,SANTOS/SP,916.0,SANTOS,SP,25,3,2024,1
ALGODÃO,2024-03-26,309.09,SANTOS/SP,597.0,SANTOS,SP,26,3,2024,1
ALGODÃO,2024-03-27,310.44,CAMPINAS/SP,1121.0,CAMPINAS,SP,27,3,2024,1
ALGODÃO,2024-03-28,309.84,RIBEIRÃO PRETO/SP,1911.0,RIBEIRÃO PRETO,SP,28,3,2024,1
ALGODÃO,2024-03-29,307.5,CUIABÁ/MT,646.0,CUIABÁ,MT,29,3,2024,1
ALGODÃO,2024-03-30,308.03,SANTOS/SP,761.0,SANTOS,SP,30,3,2024,1
ALGODÃO,2024-03-31,309.25,CUIABÁ/MT,780.0,CUIABÁ,MT,31,3,2024,1
ALGODÃO,2024-04-01,309.18,CAMPINAS/SP,865.0,CAMPINAS,SP,1,4,2024,1
ALGODÃO,2024-04-02,303.22,SANTOS/SP,1257.0,SANTOS,SP,2,4,2024,1
ALGODÃO,2024-04-03,304.82,SANTOS/SP,1082.0,SANTOS,SP,3,4,2024,1
ALGODÃO,2024-04-04,306.72,RIBEIRÃO PRETO/SP,1959.0,RIBEIRÃO PRETO,SP,4,4,2024,1
ALGODÃO,2024-04-05,306.17,RIBEIRÃO PRETO/SP,1019.0,RIBEIRÃO PRETO,SP,5,4,2024,1
ALGODÃO,2024-04-06,307.75,RIBEIRÃO PRETO/SP,1573.0,RIBEIRÃO PRETO,SP,6,4,2024,1
ALGODÃO,2024-04-07,310.79,RIBEIRÃO PRETO/SP,806.0,RIBEIRÃO PRETO,SP,7,4,2024,1
ALGODÃO,2024-04-08,310.04,RIBEIRÃO PRETO/SP,610.0,RIBEIRÃO PRETO,SP,8,4,2024,1
ALGODÃO,2024-04-09,311.64,RIBEIRÃO PRETO/SP,1502.0,RIBEIRÃO PRETO,SP,9,4,2024,1
ALGODÃO,2024-04-10,309.99,RIBEIRÃO PRETO/SP,732.0,RIBEIRÃO PRETO,SP,10,4,2024,1
ALGODÃO,2024-04-11,312.32,SANTOS/SP,1078.0,SANTOS,SP,11,4,2024,1
ALGODÃO,2024-04-12,307.59,CAMPINAS/SP,1428.0,CAMPINAS,SP,12,4,2024,1
ALGODÃO,2024-04-13,303.75,PARANAGUÁ/PR,1419.0,PARANAGUÁ,PR,13,4,2024,1
ALGODÃO,2024-04-14,306.43,CUIABÁ/MT,569.0,CUIABÁ,MT,14,4,2024,1
ALGODÃO,2024-04-15,308.5,RIBEIRÃO PRETO/SP,1882.0,RIBEIRÃO PRETO,SP,15,4,2024,1
ALGODÃO,2024-04-16,305.19,CUIABÁ/MT,1778.0,CUIABÁ,MT,16,4,2024,1
ALGODÃO,2024-04-17,300.49,CAMPINAS/SP,1176.0,CAMPINAS,SP,17,4,2024,1
ALGODÃO,2024-04-18,299.32,RIBEIRÃO PRETO/SP,1967.0,RIBEIRÃO PRETO,SP,18,4,2024,1
ALGODÃO,2024-04-19,301.4,PARANAGUÁ/PR,1204.0,PARANAGUÁ,PR,19,4,2024,1
ALGODÃO,2024-04-20,298.26,PARANAGUÁ/PR,1488.0,PARANAGUÁ,PR,20,4,2024,1
ALGODÃO,2024-04-21,298.62,CAMPINAS/SP,811.0,CAMPINAS,SP,21,4,2024,1
ALGODÃO,2024-04-22,296.24,SANTOS/SP,843.0,SANTOS,SP,22,4,2024,1
ALGODÃO,2024-04-23,297.77,RIBEIRÃO PRETO/SP,1284.0,RIBEIRÃO PRETO,SP,23,4,2024,1
ALGODÃO,2024-04-24,299.03,RIBEIRÃO PRETO/SP,528.0,RIBEIRÃO PRETO,SP,24,4,2024,1
ALGODÃO,2024-04-25,303.23,PARANAGUÁ/PR,933.0,PARANAGUÁ,PR,25,4,2024,1
ALGODÃO,2024-04-26,304.06,SANTOS/SP,972.0,SANTOS,SP,26,4,2024,1
ALGODÃO,2024-04-27,312.53,SANTOS/SP,1028.0,SANTOS,SP,27,4,2024,1
ALGODÃO,2024-04-28,318.8,PARANAGUÁ/PR,1004.0,PARANAGUÁ,PR,28,4,2024,1
ALGODÃO,2024-04-29,319.72,SANTOS/SP,648.0,SANTOS,SP,29,4,2024,1
ALGODÃO,2024-04-30,322.52,SANTOS/SP,1113.0,SANTOS,SP,30,4,2024,1
ALGODÃO,2024-05-01,325.9,SANTOS/SP,1682.0,SANTOS,SP,1,5,2024,1
ALGODÃO,2024-05-02,323.69,CUIABÁ/MT,850.0,CUIABÁ,MT,2,5,2024,1
ALGODÃO,2024-05-03,325.76,PARANAGUÁ/PR,733.0,PARANAGUÁ,PR,3,5,2024,1
ALGODÃO,2024-05-04,324.56,CUIABÁ/MT,1685.0,CUIABÁ,MT,4,5,2024,1
ALGODÃO,2024-05-05,319.5,PARANAGUÁ/PR,1615.0,PARANAGUÁ,PR,5,5,2024,1
ALGODÃO,2024-05-06,320.92,CAMPINAS/SP,803.0,CAMPINAS,SP,6,5,2024,1
ALGODÃO,2024-05-07,321.39,PARANAGUÁ/PR,756.0,PARANAGUÁ,PR,7,5,2024,1
ALGODÃO,2024-05-08,328.37,SANTOS/SP,1487.0,SANTOS,SP,8,5,2024,1
ALGODÃO,2024-05-09,332.19,CAMPINAS/SP,890.0,CAMPINAS,SP,9,5,2024,1
ALGODÃO,2024-05-10,332.23,PARANAGUÁ/PR,1624.0,PARANAGUÁ,PR,10,5,2024,1
ALGODÃO,2024-05-11,332.26,SANTOS/SP,561.0,SANTOS,SP,11,5,2024,1
ALGODÃO,2024-05-12,329.81,RIBEIRÃO PRETO/SP,1372.0,RIBEIRÃO PRETO,SP,12,5,2024,1
ALGODÃO,2024-05-13,326.63,CUIABÁ/MT,1672.0,CUIABÁ,MT,13,5,2024,1
ALGODÃO,2024-05-14,323.27,CAMPINAS/SP,1003.0,CAMPINAS,SP,14,5,2024,1
ALGODÃO,2024-05-15,317.04,PARANAGUÁ/PR,561.0,PARANAGUÁ,PR,15,5,2024,1
ALGODÃO,2024-05-16,319.39,PARANAGUÁ/PR,1212.0,PARANAGUÁ,PR,16,5,2024,1
ALGODÃO,2024-05-17,320.81,SANTOS/SP,836.0,SANTOS,SP,17,5,2024,1
ALGODÃO,2024-05-18,323.34,SANTOS/SP,1231.0,SANTOS,SP,18,5,2024,1
ALGODÃO,2024-05-19,320.43,PARANAGUÁ/PR,1137.0,PARANAGUÁ,PR,19,5,2024,1
ALGODÃO,2024-05-20,322.75,PARANAGUÁ/PR,666.0,PARANAGUÁ,PR,20,5,2024,1
ALGODÃO,2024-05-21,313.86,CUIABÁ/MT,695.0,CUIABÁ,MT,21,5,2024,1
ALGODÃO,2024-05-22,313.3,CUIABÁ/MT,737.0,CUIABÁ,MT,22,5,2024,1
ALGODÃO,2024-05-23,315.25,SANTOS/SP,1672.0,SANTOS,SP,23,5,2024,1
ALGODÃO,2024-05-24,314.25,RIBEIRÃO PRETO/SP,1817.0,RIBEIRÃO PRETO,SP,24,5,2024,1
ALGODÃO,2024-05-25,317.8,RIBEIRÃO PRETO/SP,836.0,RIBEIRÃO PRETO,SP,25,5,2024,1
ALGODÃO,2024-05-26,502.94,PARANAGUÁ/PR,-31.0,PARANAGUÁ,PR,26,5,2024,1
ALGODÃO,2024-05-27,316.25,CUIABÁ/MT,1400.0,CUIABÁ,MT,27,5,2024,1
ALGODÃO,2024-05-28,319.61,CUIABÁ/MT,869.0,CUIABÁ,MT,28,5,2024,1
ALGODÃO,2024-05-29,323.78,PARANAGUÁ/PR,1356.0,PARANAGUÁ,PR,29,5,2024,1
ALGODÃO,2024-05-30,326.14,CUIABÁ/MT,1344.0,CUIABÁ,MT,30,5,2024,1
